Timestamp,06.005.BLK01.PAD04.INV01 - INV01 - Inverter04.AC_POWER (kW)
09/01/2018 10:20:00,1994.537714
09/01/2018 10:25:00,1995.594993
09/01/2018 10:30:00,1997.789979
09/01/2018 10:35:00,1991.984369
09/01/2018 10:40:00,1995.734417
09/01/2018 10:45:00,1995.215138
09/01/2018 10:50:00,1995.472241
09/01/2018 10:55:00,1997.735964
09/01/2018 11:00:00,1995.469896
09/01/2018 11:05:00,1995.958741
09/01/2018 11:10:00,1996.263753
09/01/2018 11:15:00,1997.805776
09/01/2018 11:20:00,1995.817545
09/01/2018 11:25:00,1997.228231
09/01/2018 11:30:00,1995.273816
09/01/2018 11:35:00,1995.93336
09/01/2018 11:40:00,1994.342583
09/01/2018 11:45:00,1995.606407
09/01/2018 11:50:00,1996.231963
09/01/2018 11:55:00,1996.846169
09/01/2018 12:00:00,1989.590019
09/01/2018 12:05:00,1996.895932
09/01/2018 12:10:00,1997.669955
09/01/2018 12:15:00,1996.149754
09/01/2018 12:20:00,1996.817616
09/01/2018 12:25:00,1996.926544
09/01/2018 12:30:00,1996.920629
09/01/2018 12:35:00,1996.489606
09/01/2018 12:40:00,1997.458191
09/01/2018 12:45:00,1993.597892
09/01/2018 12:50:00,1997.13603
09/01/2018 12:55:00,1989.057938
09/01/2018 13:00:00,1992.146232
09/01/2018 13:05:00,1990.288523
09/01/2018 13:10:00,1987.846423
09/01/2018 13:15:00,1988.549285
09/01/2018 13:20:00,1996.82178
09/01/2018 13:25:00,1998.053799
09/01/2018 13:30:00,1995.836112
09/01/2018 13:35:00,1996.229584
09/01/2018 13:40:00,1998.136313
09/01/2018 13:45:00,1996.665697
09/01/2018 13:50:00,1997.142915
09/01/2018 13:55:00,1997.06175
09/01/2018 14:00:00,1995.925323
09/01/2018 14:05:00,1996.934047
09/01/2018 14:10:00,1997.901887
09/01/2018 14:15:00,1995.737891
09/01/2018 14:20:00,1870.139
09/01/2018 14:25:00,1898.31949
09/01/2018 14:30:00,1087.367214
09/01/2018 14:35:00,1997.96798
09/01/2018 14:40:00,1997.030624
09/01/2018 14:45:00,1927.134966
09/01/2018 14:50:00,1305.410282
09/01/2018 14:55:00,1997.49798
09/01/2018 15:00:00,1990.930055
09/01/2018 15:05:00,1997.842283
09/01/2018 15:10:00,1781.026131
09/01/2018 15:15:00,1298.841386
09/01/2018 15:20:00,1870.033653
09/01/2018 15:25:00,1996.580783
09/01/2018 15:30:00,1996.715088
09/01/2018 15:35:00,1016.448203
09/01/2018 15:40:00,1875.162302
09/01/2018 15:45:00,1857.660941
09/01/2018 15:50:00,1702.482368
09/01/2018 15:55:00,1564.862746
