Iron Mountain  - Flanders,32.902927,-117.173348
San Diego- Police Station Western Division ,32.764195,-117.194529
San Diego- Mission Valley Library,32.779256,-117.126889
San Diego- Police Central Division Garage,32.70588,-117.13969
San Diego Mission Trails Regional Park,32.81816,-117.05607
San Diego Inspiration Point,32.724593,-117.146107
