"PVWatts: Hourly PV Performance Data"
"Requested Location:","140 Gulf St Milford CT"
"Location:","Lat, Lon: 41.21, -73.06"
"Lat (deg N):","41.21"
"Long (deg W):","73.06"
"Elev (m):","24.272727966309"
"DC System Size (kW):","52.6"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","182"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.159"
"Capacity Factor (%)","14.8"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"9","25","13","60","286","15","1","345.156","27.223","15428.395","14798.429"
"9","25","14","4","174","15","1","172.236","20.084","7962.18","7528.217"
"9","25","15","7","138","15","2","138.099","17.448","6454.48","6055.314"
"9","25","16","0","72","14","2","69.639","14.419","3303.771","2972.137"
"9","25","17","0","7","13","2","6.62","11.39","318.344","44.224"
"9","25","18","0","0","12","2","0","12","0","0"
"9","25","19","0","0","12","2","0","12","0","0"
"9","25","20","0","0","12","3","0","12","0","0"
"9","25","21","0","0","11","3","0","11","0","0"
"9","25","22","0","0","11","3","0","11","0","0"
"9","25","23","0","0","10","3","0","10","0","0"
"9","26","0","0","0","10","3","0","10","0","0"
"9","26","1","0","0","10","4","0","10","0","0"
"9","26","2","0","0","10","4","0","10","0","0"
"9","26","3","0","0","10","4","0","10","0","0"
"9","26","4","0","0","10","4","0","10","0","0"
"9","26","5","0","0","10","4","0","10","0","0"
"9","26","6","0","40","10","4","38.236","9.224","1856.171","1553.212"
"9","26","7","0","30","11","4","28.434","10.102","1375.012","1081.256"
"9","26","8","0","82","12","4","77.942","12.201","3734.385","3393.935"
"9","26","9","7","194","12","4","194.358","14.906","9198.704","8735.002"
"9","26","10","0","59","13","5","56.108","13.045","2678.214","2359.154"
"9","26","11","6","202","13","4","202.088","16.042","9517.46","9045.917"
"9","26","12","0","50","13","4","47.547","12.917","2270.886","1959.864"
"9","26","13","7","199","13","4","199.857","15.973","9414.555","8945.551"
"9","26","14","181","240","12","4","380.711","19.301","17588.115","16894.105"
"9","26","15","0","19","12","4","18.004","11.635","864.781","580.605"
"9","26","16","0","13","12","4","12.303","10.71","593.355","314.201"
"9","26","17","0","1","11","3","0.944","9.242","45.841","0"
"9","26","18","0","0","11","3","0","11","0","0"
"9","26","19","0","0","11","3","0","11","0","0"
"9","26","20","0","0","10","3","0","10","0","0"
"9","26","21","0","0","10","3","0","10","0","0"
"9","26","22","0","0","10","3","0","10","0","0"
"9","26","23","0","0","9","3","0","9","0","0"
"9","27","0","0","0","9","2","0","9","0","0"
"9","27","1","0","0","9","2","0","9","0","0"
"9","27","2","0","0","8","2","0","8","0","0"
"9","27","3","0","0","8","2","0","8","0","0"
"9","27","4","0","0","8","2","0","8","0","0"
"9","27","5","0","0","8","2","0","8","0","0"
"9","27","6","48","45","9","2","53.707","8.381","2468.41","2153.504"
"9","27","7","298","112","11","2","238.073","15.747","10660.563","10160.309"
"9","27","8","827","76","13","1","589.964","30.544","25363.525","24411.639"
"9","27","9","887","85","15","1","777.722","39.46","32549.313","31321.109"
"9","27","10","917","90","16","1","906.577","44.764","37099.504","35677.453"
"9","27","11","927","92","17","1","962.797","47.729","38834.637","37334.816"
"9","27","12","919","92","18","1","941.606","48.292","37857.336","36401.582"
"9","27","13","892","89","19","1","844.276","46.482","34193.238","32896.691"
"9","27","14","839","83","19","1","683.711","41.625","28150.129","27095.422"
"9","27","15","742","72","19","1","465.54","34.651","19249.729","18504.201"
"9","27","16","554","52","17","1","223.628","24.321","8761.978","8308.903"
"9","27","17","0","11","15","2","10.415","14.096","494.823","217.479"
"9","27","18","0","0","14","2","0","14","0","0"
"9","27","19","0","0","14","2","0","14","0","0"
"9","27","20","0","0","13","3","0","13","0","0"
"9","27","21","0","0","13","2","0","13","0","0"
"9","27","22","0","0","12","2","0","12","0","0"
"9","27","23","0","0","12","2","0","12","0","0"
"9","28","0","0","0","11","2","0","11","0","0"
"9","28","1","0","0","11","2","0","11","0","0"
"9","28","2","0","0","11","2","0","11","0","0"
"9","28","3","0","0","10","2","0","10","0","0"
"9","28","4","0","0","10","2","0","10","0","0"
"9","28","5","0","0","10","2","0","10","0","0"
"9","28","6","31","43","12","2","47.421","11.259","2186.956","1877.575"
"9","28","7","312","109","14","2","240.272","18.802","10587.214","10088.83"
"9","28","8","645","126","16","2","534.977","29.305","23210.059","22333.873"
"9","28","9","708","148","17","3","716.357","33.707","30874.713","29714.166"
"9","28","10","428","272","17","3","683.504","33.39","29638.258","28526.393"
"9","28","11","549","240","18","2","783.371","38.977","33058.602","31809.428"
"9","28","12","575","224","18","2","780.468","39.203","32890.984","31648.734"
"9","28","13","310","279","17","2","564.357","32.756","24533.191","23610.883"
"9","28","14","250","227","17","2","421.495","28.367","18638.422","17912.074"
"9","28","15","659","90","16","3","441.618","26.041","19074.605","18334.6"
"9","28","16","474","60","14","3","206.834","18.49","8413.134","7968.45"
"9","28","17","0","0","13","3","0","13","0","0"
"9","28","18","0","0","11","3","0","11","0","0"
"9","28","19","0","0","10","3","0","10","0","0"
"9","28","20","0","0","9","3","0","9","0","0"
"9","28","21","0","0","8","3","0","8","0","0"
"9","28","22","0","0","8","3","0","8","0","0"
"9","28","23","0","0","7","3","0","7","0","0"
"9","29","0","0","0","6","3","0","6","0","0"
"9","29","1","0","0","6","3","0","6","0","0"
"9","29","2","0","0","5","3","0","5","0","0"
"9","29","3","0","0","5","3","0","5","0","0"
"9","29","4","0","0","5","3","0","5","0","0"
"9","29","5","0","0","5","3","0","5","0","0"
"9","29","6","74","43","5","3","56.136","4.498","2548.967","2232.47"
"9","29","7","320","106","7","2","244.671","11.93","11112.022","10600.175"
"9","29","8","609","116","9","2","501.978","21.574","22579.072","21724.445"
"9","29","9","906","81","10","2","784.516","30.774","34261.719","32962.281"
"9","29","10","927","89","12","1","910.235","41.184","37935.203","36475.961"
"9","29","11","937","91","13","1","966.22","44.156","39701.906","38162.414"
"9","29","12","931","89","14","1","943.802","44.681","38663.992","37171.914"
"9","29","13","905","86","14","1","845.963","41.894","35073.488","33739.559"
"9","29","14","854","79","14","1","683.775","36.918","28805.174","27725.5"
"9","29","15","761","67","14","1","464.314","29.791","19605.168","18848.365"
"9","29","16","573","47","13","1","219.718","20.223","8676.933","8225.911"
"9","29","17","0","0","11","1","0","11","0","0"
"9","29","18","0","0","9","1","0","9","0","0"
"9","29","19","0","0","9","1","0","9","0","0"
"9","29","20","0","0","8","2","0","8","0","0"
"9","29","21","0","0","8","2","0","8","0","0"
"9","29","22","0","0","8","1","0","8","0","0"
"9","29","23","0","0","8","1","0","8","0","0"
"9","30","0","0","0","8","1","0","8","0","0"
"9","30","1","0","0","8","1","0","8","0","0"
"9","30","2","0","0","8","1","0","8","0","0"
"9","30","3","0","0","9","1","0","9","0","0"
"9","30","4","0","0","9","1","0","9","0","0"
"9","30","5","0","0","9","1","0","9","0","0"
"9","30","6","409","35","10","0","107.849","11.097","3944.561","3599.761"
"9","30","7","278","110","12","0","227.519","19.861","10004.523","9520.86"
"9","30","8","806","79","13","1","577.129","30.113","24849.604","23916.082"
"9","30","9","871","88","14","1","764.18","38.079","32195.084","30981.357"
"9","30","10","917","88","15","1","898.412","43.556","36988.285","35571.148"
"9","30","11","928","90","16","1","954.478","46.549","38732.797","37237.602"
"9","30","12","922","91","17","2","935.316","42.594","38728.188","37233.199"
"9","30","13","900","86","17","2","838.99","40.158","35088.051","33753.5"
"9","30","14","850","79","17","2","678.127","35.835","28711.264","27635.188"
"9","30","15","755","68","16","2","459.684","28.748","19490.236","18737.09"
"9","30","16","562","48","15","2","215.652","20.558","8492.61","8046.022"
"9","30","17","0","0","13","2","0","13","0","0"
"9","30","18","0","0","12","2","0","12","0","0"
"9","30","19","0","0","18","3","0","18","0","0"
"9","30","20","0","0","18","3","0","18","0","0"
"9","30","21","0","0","18","3","0","18","0","0"
"9","30","22","0","0","19","3","0","19","0","0"
"9","30","23","0","0","19","3","0","19","0","0"
"10","1","0","0","0","19","3","0","19","0","0"
"10","1","1","0","0","19","3","0","19","0","0"
"10","1","2","0","0","19","3","0","19","0","0"
"10","1","3","0","0","19","2","0","19","0","0"
"10","1","4","0","0","18","2","0","18","0","0"
"10","1","5","0","0","18","2","0","18","0","0"
"10","1","6","0","26","18","2","24.655","16.769","1157.355","867.709"
"10","1","7","0","35","19","2","33.181","18.118","1548.106","1251.058"
"10","1","8","0","104","21","2","99.589","22.023","4563.808","4206.009"
"10","1","9","0","121","22","3","115.993","23.504","5279.049","4905.898"
"10","1","10","9","212","23","3","215.071","26.93","9630.897","9156.547"
"10","1","11","386","300","22","5","685.912","34.478","29601.92","28491.469"
"10","1","12","859","118","20","6","913.385","35.807","39135.23","37621.723"
"10","1","13","911","86","19","6","845.065","33.9","36455.898","35062.156"
"10","1","14","884","74","17","5","688.811","30.51","29913.844","28791.223"
"10","1","15","795","64","16","5","472.375","25.049","20343.137","19562.643"
"10","1","16","601","45","15","5","220.359","18.76","8667.58","8216.785"
"10","1","17","0","0","13","4","0","13","0","0"
"10","1","18","0","0","12","4","0","12","0","0"
"10","1","19","0","0","11","4","0","11","0","0"
"10","1","20","0","0","11","3","0","11","0","0"
"10","1","21","0","0","10","3","0","10","0","0"
"10","1","22","0","0","10","3","0","10","0","0"
"10","1","23","0","0","10","3","0","10","0","0"
"10","2","0","0","0","9","3","0","9","0","0"
"10","2","1","0","0","9","3","0","9","0","0"
"10","2","2","0","0","9","3","0","9","0","0"
"10","2","3","0","0","9","3","0","9","0","0"
"10","2","4","0","0","8","3","0","8","0","0"
"10","2","5","0","0","8","3","0","8","0","0"
"10","2","6","44","39","9","3","47.256","8.327","2167.293","1858.297"
"10","2","7","345","100","11","3","247.448","15.414","11013.936","10504.619"
"10","2","8","831","75","13","3","585.032","26.016","25664.199","24701.482"
"10","2","9","896","83","14","3","774.096","32.237","33555.438","32285.633"
"10","2","10","930","87","15","4","904.326","34.689","38925.859","37421.895"
"10","2","11","619","209","16","4","811.969","33.977","35120.379","33784.441"
"10","2","12","936","87","16","4","937.808","36.436","40050.934","38495.324"
"10","2","13","701","144","17","4","745.302","33.614","32209.16","30994.859"
"10","2","14","740","94","17","3","614.799","31.876","26538.105","25543.549"
"10","2","15","230","143","16","3","269.632","22.452","12034.009","11498.037"
"10","2","16","568","44","15","3","209.011","19.094","8202.688","7763.024"
"10","2","17","0","0","14","3","0","14","0","0"
"10","2","18","0","0","13","2","0","13","0","0"
"10","2","19","0","0","12","2","0","12","0","0"
"10","2","20","0","0","11","2","0","11","0","0"
"10","2","21","0","0","11","3","0","11","0","0"
"10","2","22","0","0","11","3","0","11","0","0"
"10","2","23","0","0","10","2","0","10","0","0"
"10","3","0","0","0","9","2","0","9","0","0"
"10","3","1","0","0","9","2","0","9","0","0"
"10","3","2","0","0","9","2","0","9","0","0"
"10","3","3","0","0","9","2","0","9","0","0"
"10","3","4","0","0","8","2","0","8","0","0"
"10","3","5","0","0","8","2","0","8","0","0"
"10","3","6","39","38","9","2","45.5","8.149","2098.855","1791.192"
"10","3","7","190","113","11","2","195.936","14.555","8915.827","8459.023"
"10","3","8","94","193","12","2","252.91","17.656","11747.403","11218.995"
"10","3","9","217","261","13","2","441.756","23.933","20003.527","19233.984"
"10","3","10","94","306","14","2","399.433","24.424","18091.703","17382.285"
"10","3","11","176","334","15","2","520.877","28.467","23148.428","22274.361"
"10","3","12","221","321","16","2","543.496","30.424","23922.662","23021.789"
"10","3","13","365","253","16","2","576.364","31.347","25211.021","24264.604"
"10","3","14","29","195","16","2","219.078","22.046","10023.796","9539.649"
"10","3","15","34","136","16","2","154.989","19.086","7153.831","6738.724"
"10","3","16","134","65","15","1","107.633","16.973","4686.588","4326.18"
"10","3","17","0","0","13","1","0","13","0","0"
"10","3","18","0","0","13","2","0","13","0","0"
"10","3","19","0","0","12","2","0","12","0","0"
"10","3","20","0","0","11","2","0","11","0","0"
"10","3","21","0","0","11","2","0","11","0","0"
"10","3","22","0","0","11","2","0","11","0","0"
"10","3","23","0","0","10","2","0","10","0","0"
"10","4","0","0","0","10","2","0","10","0","0"
"10","4","1","0","0","9","2","0","9","0","0"
"10","4","2","0","0","8","2","0","8","0","0"
"10","4","3","0","0","8","2","0","8","0","0"
"10","4","4","0","0","7","2","0","7","0","0"
"10","4","5","0","0","7","2","0","7","0","0"
"10","4","6","0","26","8","2","24.661","6.54","1211.216","920.556"
"10","4","7","0","69","10","2","65.886","9.832","3189.922","2860.598"
"10","4","8","22","169","12","1","178.873","15.804","8414.989","7970.261"
"10","4","9","551","176","13","1","617.19","31.09","26941.822","25932.373"
"10","4","10","757","136","15","0","816.419","46.473","33105.609","31854.492"
"10","4","11","289","315","16","0","613.051","42.33","25435.975","24481.484"
"10","4","12","456","258","16","0","703.123","43.921","28923.031","27838.834"
"10","4","13","18","224","17","0","235.458","30.246","10375.813","9882.798"
"10","4","14","259","210","17","0","405.315","32.606","17535.416","16843.008"
"10","4","15","333","125","16","0","298.463","29.163","12793.932","12237.625"
"10","4","16","462","50","15","1","183.124","20.196","7226.742","6809.953"
"10","4","17","0","0","13","1","0","13","0","0"
"10","4","18","0","0","12","2","0","12","0","0"
"10","4","19","0","0","11","1","0","11","0","0"
"10","4","20","0","0","11","1","0","11","0","0"
"10","4","21","0","0","10","1","0","10","0","0"
"10","4","22","0","0","10","1","0","10","0","0"
"10","4","23","0","0","10","1","0","10","0","0"
"10","5","0","0","0","10","1","0","10","0","0"
"10","5","1","0","0","9","2","0","9","0","0"
"10","5","2","0","0","9","2","0","9","0","0"
"10","5","3","0","0","8","2","0","8","0","0"
"10","5","4","0","0","8","2","0","8","0","0"
"10","5","5","0","0","8","2","0","8","0","0"
"10","5","6","40","35","9","2","42.676","8.069","1958.912","1653.967"
"10","5","7","315","99","11","2","233.829","15.591","10411.355","9917.439"
"10","5","8","517","133","14","2","457.174","25.266","20218.182","19441.729"
"10","5","9","908","75","16","2","768.534","35.993","32687.809","31453.922"
"10","5","10","939","80","17","1","897.379","45.402","36579.859","35180.691"
"10","5","11","607","206","18","1","793.168","43.963","32621.826","31390.648"
"10","5","12","586","205","19","1","758.188","43.51","31246.707","30071.301"
"10","5","13","919","79","19","1","831.546","45.412","33824.543","32543.488"
"10","5","14","871","72","20","1","665.626","42.008","27258.793","26237.572"
"10","5","15","778","61","19","1","449.464","34.097","18446.279","17725.906"
"10","5","16","569","41","16","1","199.04","22.472","7585.342","7160.228"
"10","5","17","0","0","14","1","0","14","0","0"
"10","5","18","0","0","13","2","0","13","0","0"
"10","5","19","0","0","12","2","0","12","0","0"
"10","5","20","0","0","11","2","0","11","0","0"
"10","5","21","0","0","11","2","0","11","0","0"
"10","5","22","0","0","11","3","0","11","0","0"
"10","5","23","0","0","10","3","0","10","0","0"
"10","6","0","0","0","9","3","0","9","0","0"
"10","6","1","0","0","8","3","0","8","0","0"
"10","6","2","0","0","8","3","0","8","0","0"
"10","6","3","0","0","7","3","0","7","0","0"
"10","6","4","0","0","7","3","0","7","0","0"
"10","6","5","0","0","6","3","0","6","0","0"
"10","6","6","24","34","7","3","37.602","6.058","1776.131","1474.714"
"10","6","7","253","103","8","3","209.25","11.438","9546.679","9074.413"
"10","6","8","437","149","10","2","426.792","20.424","19338.709","18590.367"
"10","6","9","621","149","11","2","642.263","27.822","28459.838","27393.363"
"10","6","10","530","215","12","1","702.291","34.691","30239.895","29104.475"
"10","6","11","528","228","13","1","741.003","37.005","31571.324","30382.875"
"10","6","12","506","232","14","1","716.182","37.4","30445.447","29301.922"
"10","6","13","530","194","14","1","650.222","35.398","27855.27","26811.701"
"10","6","14","520","151","14","1","519.966","31.294","22534.418","21681.307"
"10","6","15","272","127","13","1","269.701","22.081","11980.753","11446.191"
"10","6","16","128","60","12","1","99.919","14.306","4386.174","4032.132"
"10","6","17","0","0","10","2","0","10","0","0"
"10","6","18","0","0","8","2","0","8","0","0"
"10","6","19","0","0","8","2","0","8","0","0"
"10","6","20","0","0","8","2","0","8","0","0"
"10","6","21","0","0","7","2","0","7","0","0"
"10","6","22","0","0","7","2","0","7","0","0"
"10","6","23","0","0","7","2","0","7","0","0"
"10","7","0","0","0","7","2","0","7","0","0"
"10","7","1","0","0","7","1","0","7","0","0"
"10","7","2","0","0","8","1","0","8","0","0"
"10","7","3","0","0","8","1","0","8","0","0"
"10","7","4","0","0","7","1","0","7","0","0"
"10","7","5","0","0","7","2","0","7","0","0"
"10","7","6","0","27","8","2","25.75","6.572","1264.541","972.875"
"10","7","7","177","107","11","2","184.294","14.161","8396.794","7952.502"
"10","7","8","250","179","12","2","342.374","20.046","15622.445","14986.859"
"10","7","9","410","214","13","2","550.653","27.103","24517.762","23595.998"
"10","7","10","184","302","14","2","482.652","26.977","21590.283","20768.875"
"10","7","11","173","324","15","2","506.568","28.362","22522.006","21669.316"
"10","7","12","32","265","15","2","302.704","23.055","13802.892","13218.954"
"10","7","13","29","234","15","2","264.62","21.344","12158.957","11619.67"
"10","7","14","0","129","15","2","124.803","17.407","5841.628","5456.148"
"10","7","15","0","40","14","2","37.935","13.487","1807.191","1505.176"
"10","7","16","0","20","14","2","18.941","12.642","905.744","620.807"
"10","7","17","0","0","13","2","0","13","0","0"
"10","7","18","0","0","13","2","0","13","0","0"
"10","7","19","0","0","13","2","0","13","0","0"
"10","7","20","0","0","13","3","0","13","0","0"
"10","7","21","0","0","14","3","0","14","0","0"
"10","7","22","0","0","14","3","0","14","0","0"
"10","7","23","0","0","14","3","0","14","0","0"
"10","8","0","0","0","14","3","0","14","0","0"
"10","8","1","0","0","14","3","0","14","0","0"
"10","8","2","0","0","15","3","0","15","0","0"
"10","8","3","0","0","15","3","0","15","0","0"
"10","8","4","0","0","15","3","0","15","0","0"
"10","8","5","0","0","16","3","0","16","0","0"
"10","8","6","0","24","16","3","22.763","14.848","1077.85","789.697"
"10","8","7","0","86","17","3","83.348","17.413","3901.16","3557.261"
"10","8","8","0","72","18","3","68.402","18.229","3189.723","2860.402"
"10","8","9","0","85","18","3","80.824","18.492","3764.488","3423.417"
"10","8","10","2","177","19","3","173.886","21.795","7976.739","7542.432"
"10","8","11","0","89","19","3","84.694","19.883","3919.723","3575.439"
"10","8","12","12","221","18","4","227.921","21.724","10458.273","9963.168"
"10","8","13","5","186","18","4","186.031","21.108","8560.262","8112.049"
"10","8","14","0","144","18","4","140.245","20.011","6486.829","6086.935"
"10","8","15","0","106","18","4","103.416","19.1","4803.392","4440.49"
"10","8","16","0","45","17","3","43.524","16.655","2044.169","1737.57"
"10","8","17","0","0","17","3","0","17","0","0"
"10","8","18","0","0","17","3","0","17","0","0"
"10","8","19","0","0","17","3","0","17","0","0"
"10","8","20","0","0","17","2","0","17","0","0"
"10","8","21","0","0","17","2","0","17","0","0"
"10","8","22","0","0","16","2","0","16","0","0"
"10","8","23","0","0","16","1","0","16","0","0"
"10","9","0","0","0","16","1","0","16","0","0"
"10","9","1","0","0","16","0","0","16","0","0"
"10","9","2","0","0","16","0","0","16","0","0"
"10","9","3","0","0","15","0","0","15","0","0"
"10","9","4","0","0","15","0","0","15","0","0"
"10","9","5","0","0","15","1","0","15","0","0"
"10","9","6","251","30","15","1","76.527","15.088","2869.794","2546.913"
"10","9","7","0","74","16","1","71.172","16.353","3347.264","3014.747"
"10","9","8","0","117","16","2","113.011","17.417","5289.447","4916.07"
"10","9","9","162","252","17","2","390.473","26.075","17507.324","16815.768"
"10","9","10","7","199","18","1","200.727","24.222","9104.01","8642.624"
"10","9","11","51","286","18","1","343.545","27.767","15320.969","14694.103"
"10","9","12","0","161","19","1","156.022","23.574","7098.503","6684.67"
"10","9","13","0","119","18","1","114.177","20.248","5275.345","4902.275"
"10","9","14","25","180","18","1","194.281","22.628","8863.772","8408.232"
"10","9","15","0","79","17","2","75.777","17.842","3539.875","3203.424"
"10","9","16","319","49","16","2","137.805","18.116","5539.941","5161.101"
"10","9","17","0","0","15","2","0","15","0","0"
"10","9","18","0","0","15","3","0","15","0","0"
"10","9","19","0","0","14","3","0","14","0","0"
"10","9","20","0","0","14","3","0","14","0","0"
"10","9","21","0","0","13","3","0","13","0","0"
"10","9","22","0","0","13","3","0","13","0","0"
"10","9","23","0","0","13","3","0","13","0","0"
"10","10","0","0","0","13","3","0","13","0","0"
"10","10","1","0","0","13","3","0","13","0","0"
"10","10","2","0","0","13","3","0","13","0","0"
"10","10","3","0","0","13","3","0","13","0","0"
"10","10","4","0","0","13","3","0","13","0","0"
"10","10","5","0","0","13","2","0","13","0","0"
"10","10","6","0","9","13","2","8.514","11.19","409.733","133.946"
"10","10","7","0","71","13","2","68.196","12.892","3257.43","2926.737"
"10","10","8","0","19","14","2","18.008","12.725","860.799","576.697"
"10","10","9","0","32","15","3","30.371","14.062","1443.163","1148.114"
"10","10","10","0","163","15","2","158.116","17.501","7397.739","6976.991"
"10","10","11","17","239","16","2","251.274","21.494","11542.015","11018.991"
"10","10","12","136","305","17","1","449.821","30.275","19813.377","19049.93"
"10","10","13","0","131","18","1","126.207","22.153","5780.135","5396.014"
"10","10","14","279","192","18","1","394.474","28.986","17333.949","16647.646"
"10","10","15","0","67","17","1","63.77","18.84","2965.448","2640.649"
"10","10","16","332","48","16","2","138.969","18.106","5553.084","5173.956"
"10","10","17","0","0","15","2","0","15","0","0"
"10","10","18","0","0","15","3","0","15","0","0"
"10","10","19","0","0","15","3","0","15","0","0"
"10","10","20","0","0","15","3","0","15","0","0"
"10","10","21","0","0","15","3","0","15","0","0"
"10","10","22","0","0","15","3","0","15","0","0"
"10","10","23","0","0","14","4","0","14","0","0"
"10","11","0","0","0","14","3","0","14","0","0"
"10","11","1","0","0","14","3","0","14","0","0"
"10","11","2","0","0","14","3","0","14","0","0"
"10","11","3","0","0","14","3","0","14","0","0"
"10","11","4","0","0","14","3","0","14","0","0"
"10","11","5","0","0","14","3","0","14","0","0"
"10","11","6","314","25","14","3","82.216","14.27","2960.657","2635.954"
"10","11","7","115","103","14","4","152.19","16.001","6934.017","6523.958"
"10","11","8","762","67","16","4","522.895","26.283","22836.979","21973.574"
"10","11","9","833","75","17","3","701.486","33.335","30200.791","29066.912"
"10","11","10","388","256","18","3","611.98","32.684","26612.311","25615.025"
"10","11","11","883","82","19","2","877.313","42.065","36411.559","35019.758"
"10","11","12","877","81","19","2","853.949","42.263","35387.305","34039.918"
"10","11","13","580","167","20","2","655.159","38.197","27652.619","26616.672"
"10","11","14","783","73","19","2","595.792","35.117","25200.645","24254.6"
"10","11","15","670","61","18","2","383.436","28.459","16081.328","15432.348"
"10","11","16","428","37","17","2","150.379","20.538","5745.617","5362.258"
"10","11","17","0","0","16","2","0","16","0","0"
"10","11","18","0","0","16","2","0","16","0","0"
"10","11","19","0","0","15","2","0","15","0","0"
"10","11","20","0","0","14","2","0","14","0","0"
"10","11","21","0","0","14","2","0","14","0","0"
"10","11","22","0","0","13","2","0","13","0","0"
"10","11","23","0","0","13","2","0","13","0","0"
"10","12","0","0","0","12","2","0","12","0","0"
"10","12","1","0","0","12","2","0","12","0","0"
"10","12","2","0","0","12","2","0","12","0","0"
"10","12","3","0","0","12","2","0","12","0","0"
"10","12","4","0","0","12","2","0","12","0","0"
"10","12","5","0","0","12","2","0","12","0","0"
"10","12","6","268","27","12","2","77.313","12.099","2893.49","2570.134"
"10","12","7","0","49","13","2","46.501","12.534","2224.67","1914.552"
"10","12","8","0","98","15","2","94.023","15.786","4433.259","4078.223"
"10","12","9","53","228","16","2","274.948","21.916","12588.297","12037.533"
"10","12","10","2","178","17","1","175.22","21.824","8036.827","7601.099"
"10","12","11","9","211","17","1","215.223","22.601","9835.804","9356.357"
"10","12","12","13","221","18","0","229.244","26.955","10263.976","9773.787"
"10","12","13","0","150","17","0","145.54","22.856","6643.774","6240.329"
"10","12","14","0","92","16","0","87.859","18.506","4091.91","3744.042"
"10","12","15","0","88","16","0","85.267","17.585","3987.848","3642.148"
"10","12","16","0","25","15","0","23.698","13.301","1129.887","840.757"
"10","12","17","0","0","14","1","0","14","0","0"
"10","12","18","0","0","14","1","0","14","0","0"
"10","12","19","0","0","14","1","0","14","0","0"
"10","12","20","0","0","13","1","0","13","0","0"
"10","12","21","0","0","13","2","0","13","0","0"
"10","12","22","0","0","13","2","0","13","0","0"
"10","12","23","0","0","12","2","0","12","0","0"
"10","13","0","0","0","12","2","0","12","0","0"
"10","13","1","0","0","12","1","0","12","0","0"
"10","13","2","0","0","12","1","0","12","0","0"
"10","13","3","0","0","12","1","0","12","0","0"
"10","13","4","0","0","12","1","0","12","0","0"
"10","13","5","0","0","11","1","0","11","0","0"
"10","13","6","82","31","11","2","48.631","10.274","2099.254","1791.583"
"10","13","7","0","40","12","2","37.935","11.17","1825.893","1523.518"
"10","13","8","0","79","12","2","75.143","12.175","3600.715","3263.016"
"10","13","9","0","108","12","2","103.396","13.101","4934.227","4568.523"
"10","13","10","0","86","13","2","81.802","13.616","3894.778","3551.012"
"10","13","11","0","80","13","2","76.097","13.379","3626.975","3288.737"
"10","13","12","0","107","14","2","102.222","15.102","4834.725","4471.153"
"10","13","13","0","120","14","2","115.305","15.558","5442.351","5065.644"
"10","13","14","0","92","13","2","87.891","13.829","4180.715","3830.99"
"10","13","15","0","88","13","2","85.392","13.66","4064.891","3717.587"
"10","13","16","0","17","13","2","16.097","11.712","772.943","490.472"
"10","13","17","0","0","13","2","0","13","0","0"
"10","13","18","0","0","13","3","0","13","0","0"
"10","13","19","0","0","13","3","0","13","0","0"
"10","13","20","0","0","13","3","0","13","0","0"
"10","13","21","0","0","13","3","0","13","0","0"
"10","13","22","0","0","13","3","0","13","0","0"
"10","13","23","0","0","13","3","0","13","0","0"
"10","14","0","0","0","13","3","0","13","0","0"
"10","14","1","0","0","13","3","0","13","0","0"
"10","14","2","0","0","13","3","0","13","0","0"
"10","14","3","0","0","13","3","0","13","0","0"
"10","14","4","0","0","13","3","0","13","0","0"
"10","14","5","0","0","14","3","0","14","0","0"
"10","14","6","0","13","14","3","12.308","12.548","588.793","309.723"
"10","14","7","0","7","14","3","6.623","12.441","316.966","42.871"
"10","14","8","108","174","15","3","247.791","19.339","11397.912","10878.649"
"10","14","9","4","171","15","3","170.326","18.099","7945.958","7512.378"
"10","14","10","0","89","16","3","84.661","16.821","3973.264","3627.868"
"10","14","11","55","281","16","3","342.453","22.824","15630.553","14994.731"
"10","14","12","33","252","17","3","290.523","23.25","13234.382","12666.102"
"10","14","13","356","227","17","2","529.734","30.314","23258.783","22380.92"
"10","14","14","278","181","17","2","378.736","27.132","16770.047","16100.684"
"10","14","15","211","114","16","2","222.36","21.464","9888.511","9407.749"
"10","14","16","297","43","14","2","121.809","16.165","4876.918","4512.443"
"10","14","17","0","0","13","2","0","13","0","0"
"10","14","18","0","0","12","3","0","12","0","0"
"10","14","19","0","0","11","3","0","11","0","0"
"10","14","20","0","0","10","3","0","10","0","0"
"10","14","21","0","0","10","3","0","10","0","0"
"10","14","22","0","0","9","2","0","9","0","0"
"10","14","23","0","0","9","2","0","9","0","0"
"10","15","0","0","0","9","2","0","9","0","0"
"10","15","1","0","0","9","2","0","9","0","0"
"10","15","2","0","0","8","2","0","8","0","0"
"10","15","3","0","0","8","2","0","8","0","0"
"10","15","4","0","0","8","2","0","8","0","0"
"10","15","5","0","0","8","2","0","8","0","0"
"10","15","6","203","26","9","2","65.402","8.712","2556.765","2240.113"
"10","15","7","557","68","10","3","288.532","15.461","12456.176","11908.958"
"10","15","8","725","87","12","3","519.667","23.591","22984.078","22115.646"
